experiment,model,item,flipped,reverse_coded_x,score,reverse_coded_y,score_top_n,reverse_coded,category
AUDIT scale,Falcon-3-1B-Instruct,6,yes,False,0.12908141643705254,False,0.0,,
AUDIT scale,Falcon-3-1B-Instruct,7,no,False,0.008957553671458413,False,0.0,,
AUDIT scale,Falcon-3-1B-Instruct,7,yes,False,0.006454341302007915,False,0.0,,
AUDIT scale,Falcon-3-1B-Instruct,8,no,False,0.26546589663176173,False,0.0,,
AUDIT scale,Falcon-3-1B-Instruct,8,yes,False,0.37286841991267594,False,0.35142312288921657,,
AUDIT scale,Falcon-3-1B-Instruct,9,no,False,0.15428261546959524,False,0.0,,
AUDIT scale,Falcon-3-1B-Instruct,9,yes,False,0.2719111346897366,False,0.3781360696467561,,
AUDIT scale,Falcon-3-1B-Instruct,10,no,False,0.0850237202889999,False,0.0,,
AUDIT scale,Falcon-3-1B-Instruct,10,yes,False,0.40373839590864447,False,1.1713602053914685,,
AUDIT scale,Falcon-3-1B-Instruct,11,no,False,0.061915185258042196,False,0.0,,
AUDIT scale,Falcon-3-1B-Instruct,11,yes,False,0.5658411286726788,False,2.358388144298317,,
AUDIT scale,Falcon-3-7B-Instruct,1,no,False,0.9283506642709491,False,1.0,,
AUDIT scale,Falcon-3-7B-Instruct,1,yes,False,0.9361734889434431,False,1.0,,
AUDIT scale,Falcon-3-7B-Instruct,2,no,False,2.184278133961988,False,2.0,,
AUDIT scale,Falcon-3-7B-Instruct,2,yes,False,2.4042905917683135,False,2.7028202948454707,,
AUDIT scale,Falcon-3-7B-Instruct,3,no,False,0.5806161483661676,False,0.10735315913911268,,
AUDIT scale,Falcon-3-7B-Instruct,3,yes,False,0.8865177973618563,False,1.609713757262811,,
AUDIT scale,Falcon-3-7B-Instruct,4,no,False,0.9174913890540637,False,0.0,,
AUDIT scale,Falcon-3-7B-Instruct,4,yes,False,1.3196339913462298,False,2.0182787784033835,,
AUDIT scale,Falcon-3-7B-Instruct,5,no,False,0.20101751716758084,False,0.0,,
AUDIT scale,Falcon-3-7B-Instruct,5,yes,False,0.22087900726076806,False,0.04396339281898536,,
AUDIT scale,Falcon-3-7B-Instruct,6,no,False,0.15604973378085607,False,0.0,,
AUDIT scale,Falcon-3-7B-Instruct,6,yes,False,0.10933725371920558,False,0.0,,
AUDIT scale,Falcon-3-7B-Instruct,7,no,False,0.012836827123492536,False,0.0,,
AUDIT scale,Falcon-3-7B-Instruct,7,yes,False,0.005042414657344766,False,0.0,,
AUDIT scale,Falcon-3-7B-Instruct,8,no,False,0.35684400882442363,False,0.0,,
AUDIT scale,Falcon-3-7B-Instruct,8,yes,False,0.21259285399915917,False,0.04210076657339695,,
AUDIT scale,Falcon-3-7B-Instruct,9,no,False,0.21842561857301668,False,0.0,,
AUDIT scale,Falcon-3-7B-Instruct,9,yes,False,0.19415466336040166,False,0.0,,
AUDIT scale,Falcon-3-7B-Instruct,10,no,False,0.14023660103786895,False,0.0,,
AUDIT scale,Falcon-3-7B-Instruct,10,yes,False,0.3637885591047497,False,1.3290938842518998,,
AUDIT scale,Falcon-3-7B-Instruct,11,no,False,0.103853099775502,False,0.0,,
AUDIT scale,Falcon-3-7B-Instruct,11,yes,False,0.32022892920987317,False,1.450139769205801,,
AUDIT scale,LFM2-1.2B,1,no,False,0.9850273578002818,False,1.0,,
AUDIT scale,LFM2-1.2B,1,yes,False,0.7420623828515276,False,0.12963302974462784,,
AUDIT scale,LFM2-1.2B,2,no,False,2.4200176832053537,False,2.5202198936739615,,
AUDIT scale,LFM2-1.2B,2,yes,False,2.4898597399754148,False,3.2389511636287347,,
AUDIT scale,LFM2-1.2B,3,no,False,0.6947895846160553,False,0.8308177917065318,,
AUDIT scale,LFM2-1.2B,3,yes,False,0.8010915519972395,False,1.1879506481434918,,
AUDIT scale,LFM2-1.2B,4,no,False,1.1748941372004618,False,1.765807758111985,,
AUDIT scale,LFM2-1.2B,4,yes,False,1.1602087109201316,False,0.3784636522807296,,
AUDIT scale,LFM2-1.2B,5,no,False,0.30756572036761587,False,0.020422253246087502,,
AUDIT scale,LFM2-1.2B,5,yes,False,0.18981925328001065,False,0.0,,
AUDIT scale,LFM2-1.2B,6,no,False,0.22754916018904425,False,0.04062127368995503,,
AUDIT scale,LFM2-1.2B,6,yes,False,0.19546384781251083,False,0.0,,
AUDIT scale,LFM2-1.2B,7,no,False,0.022137622313236446,False,0.011923641231606922,,
AUDIT scale,LFM2-1.2B,7,yes,False,0.009568476105157339,False,0.0,,
AUDIT scale,LFM2-1.2B,8,no,False,0.4338903134563956,False,0.24022090099903867,,
AUDIT scale,LFM2-1.2B,8,yes,False,0.30786832283815274,False,0.03599640363608223,,
AUDIT scale,LFM2-1.2B,9,no,False,0.31534872757472726,False,0.13384887851604654,,
AUDIT scale,LFM2-1.2B,9,yes,False,0.30246077083719325,False,0.5006414325700278,,
AUDIT scale,LFM2-1.2B,10,no,False,0.10480731619776604,False,0.0,,
AUDIT scale,LFM2-1.2B,10,yes,False,0.28030990146942164,False,0.7267321785859785,,
AUDIT scale,LFM2-1.2B,11,no,False,0.06218818969698776,False,0.0,,
AUDIT scale,LFM2-1.2B,11,yes,False,0.38345674384146916,False,1.8349545383024388,,
AUDIT scale,LFM2-2.6B,1,no,False,0.9829740142179443,False,1.0,,
AUDIT scale,LFM2-2.6B,1,yes,False,0.8112136179143419,False,0.1819773836091469,,
AUDIT scale,LFM2-2.6B,2,no,False,2.093043689441243,False,1.9529854880992668,,
AUDIT scale,LFM2-2.6B,2,yes,False,2.534690765937569,False,3.4287583999607594,,
AUDIT scale,LFM2-2.6B,3,no,False,0.9316032838562068,False,1.8673342566435027,,
AUDIT scale,LFM2-2.6B,3,yes,False,0.8560946689333196,False,1.5296065711469122,,
AUDIT scale,LFM2-2.6B,4,no,False,0.6909105935067412,False,0.0,,
AUDIT scale,LFM2-2.6B,4,yes,False,1.1930565108409126,False,0.8862307098624096,,
AUDIT scale,LFM2-2.6B,5,no,False,0.12617202846227257,False,0.0,,
AUDIT scale,LFM2-2.6B,5,yes,False,0.15963778240369442,False,0.04783300011427877,,
AUDIT scale,LFM2-2.6B,6,no,False,0.07726645993367441,False,0.0,,
AUDIT scale,LFM2-2.6B,6,yes,False,0.11145675061433913,False,0.0,,
AUDIT scale,LFM2-2.6B,7,no,False,0.007697422957498156,False,0.0,,
AUDIT scale,LFM2-2.6B,7,yes,False,0.006535914071424979,False,0.0,,
AUDIT scale,LFM2-2.6B,8,no,False,0.14515023788547926,False,0.0,,
AUDIT scale,LFM2-2.6B,8,yes,False,0.22050189426968453,False,0.0,,
AUDIT scale,LFM2-2.6B,9,no,False,0.12971747141861656,False,0.0,,
AUDIT scale,LFM2-2.6B,9,yes,False,0.21727657588772778,False,0.0,,
AUDIT scale,LFM2-2.6B,10,no,False,0.13529859325496835,False,0.0,,
AUDIT scale,LFM2-2.6B,10,yes,False,0.5664553466000755,False,2.235785171046597,,
AUDIT scale,LFM2-2.6B,11,no,False,0.046209180326452805,False,0.0,,
AUDIT scale,LFM2-2.6B,11,yes,False,0.48076778219179406,False,1.8429109287101457,,
AUDIT scale,LFM2-8B-A1B,1,no,False,0.9653230188132448,False,1.0,,
AUDIT scale,LFM2-8B-A1B,1,yes,False,0.8883132938005979,False,0.3268143496318215,,
AUDIT scale,LFM2-8B-A1B,2,no,False,2.539567862045093,False,2.961573490650776,,
AUDIT scale,LFM2-8B-A1B,2,yes,False,2.296487122327687,False,1.3212024335802193,,
AUDIT scale,LFM2-8B-A1B,3,no,False,0.5695109131244525,False,0.36460345619857093,,
AUDIT scale,LFM2-8B-A1B,3,yes,False,1.101737889656595,False,1.371878857505074,,
AUDIT scale,LFM2-8B-A1B,4,no,False,1.0154147758512793,False,0.6804545761753203,,
AUDIT scale,LFM2-8B-A1B,4,yes,False,1.2119216578349028,False,1.1240933968042843,,
AUDIT scale,LFM2-8B-A1B,5,no,False,0.19889012825396254,False,0.04024241205524911,,
AUDIT scale,LFM2-8B-A1B,5,yes,False,0.32625465321928426,False,0.36958622310735423,,
AUDIT scale,LFM2-8B-A1B,6,no,False,0.13518839669657232,False,0.019277586758067608,,
AUDIT scale,LFM2-8B-A1B,6,yes,False,0.2358012501339974,False,0.32521200187481797,,
AUDIT scale,LFM2-8B-A1B,7,no,False,0.008517798563033733,False,0.0,,
AUDIT scale,LFM2-8B-A1B,7,yes,False,0.02659148405206789,False,0.06473382323595765,,
AUDIT scale,LFM2-8B-A1B,8,no,False,0.16446029303174228,False,0.0,,
AUDIT scale,LFM2-8B-A1B,8,yes,False,0.5178189345526063,False,0.6840023753949844,,
AUDIT scale,LFM2-8B-A1B,9,no,False,0.1383437235181982,False,0.0,,
AUDIT scale,LFM2-8B-A1B,9,yes,False,0.49207183299191565,False,0.935501787475923,,
AUDIT scale,LFM2-8B-A1B,10,no,False,0.06313640836890924,False,0.0,,
AUDIT scale,LFM2-8B-A1B,10,yes,False,0.6289783281233335,False,1.9576828208544041,,
AUDIT scale,LFM2-8B-A1B,11,no,False,0.03705639229759518,False,0.0,,
AUDIT scale,LFM2-8B-A1B,11,yes,False,1.1104606454707133,False,2.5005727727590172,,
AUDIT scale,Llama-3.1-70B-Instruct,1,no,False,0.9583389939929844,False,1.0,,
AUDIT scale,Llama-3.1-70B-Instruct,1,yes,False,0.8233631596973158,False,0.1944075285997478,,
AUDIT scale,Llama-3.1-70B-Instruct,2,no,False,2.7185487929672543,False,3.0,,
AUDIT scale,Llama-3.1-70B-Instruct,2,yes,False,2.6147483710038126,False,3.0000000000000004,,
AUDIT scale,Llama-3.1-70B-Instruct,3,no,False,0.5792473596155407,False,0.9376165672961487,,
AUDIT scale,Llama-3.1-70B-Instruct,3,yes,False,0.587462643106661,False,0.24314679918809853,,
AUDIT scale,Llama-3.1-70B-Instruct,4,no,False,1.8263852523688875,False,2.9364004243990895,,
AUDIT scale,Llama-3.1-70B-Instruct,4,yes,False,0.8217111496643013,False,0.04969838519331555,,
AUDIT scale,Llama-3.1-70B-Instruct,5,no,False,0.9227551742212811,False,2.139618814565261,,
AUDIT scale,Llama-3.1-70B-Instruct,5,yes,False,0.159571362499224,False,0.0,,
AUDIT scale,Llama-3.1-70B-Instruct,6,no,False,0.4801921296449046,False,1.3570989728931118,,
AUDIT scale,Llama-3.1-70B-Instruct,6,yes,False,0.1799801189713222,False,0.019528532036566147,,
AUDIT scale,Llama-3.1-70B-Instruct,7,no,False,0.03714229397021981,False,0.14684003875809767,,
AUDIT scale,Llama-3.1-70B-Instruct,7,yes,False,0.016560360643672917,False,0.0,,
AUDIT scale,Llama-3.1-70B-Instruct,8,no,False,0.8763081818742758,False,2.0771834587799263,,
AUDIT scale,Llama-3.1-70B-Instruct,8,yes,False,0.36066952994989787,False,0.41734626831910676,,
AUDIT scale,Llama-3.1-70B-Instruct,9,no,False,0.4880235353083954,False,1.274404661783217,,
AUDIT scale,Llama-3.1-70B-Instruct,9,yes,False,0.30574290477031363,False,0.28045328405092795,,
AUDIT scale,Llama-3.1-70B-Instruct,10,no,False,0.2909733627209079,False,0.9883525277152233,,
AUDIT scale,Llama-3.1-70B-Instruct,10,yes,False,0.2527585983775044,False,0.04707088786668847,,
AUDIT scale,Llama-3.1-70B-Instruct,11,no,False,0.3618079714947143,False,1.5811920090943987,,
AUDIT scale,Llama-3.1-70B-Instruct,11,yes,False,0.12248023531294959,False,0.0,,
AUDIT scale,Llama-3.1-8B-Instruct,1,no,False,0.9888977352487834,False,1.0,,
AUDIT scale,Llama-3.1-8B-Instruct,1,yes,False,0.6819100972605641,False,0.0998979394874382,,
AUDIT scale,Llama-3.1-8B-Instruct,2,no,False,2.711034292871591,False,3.496325909716009,,
AUDIT scale,Llama-3.1-8B-Instruct,2,yes,False,2.5891747536421175,False,3.4152128597867946,,
AUDIT scale,Llama-3.1-8B-Instruct,3,no,False,0.4421177460818804,False,0.2831519271178205,,
AUDIT scale,Llama-3.1-8B-Instruct,3,yes,False,0.5801807403188424,False,0.1602617792083859,,
AUDIT scale,Llama-3.1-8B-Instruct,4,no,False,1.0231885442526163,False,1.6529908343298336,,
AUDIT scale,Llama-3.1-8B-Instruct,4,yes,False,0.869973539652221,False,0.0,,
AUDIT scale,Llama-3.1-8B-Instruct,5,no,False,0.1428368047774869,False,0.05847875751227901,,
AUDIT scale,Llama-3.1-8B-Instruct,5,yes,False,0.15082059200187953,False,0.0,,
AUDIT scale,Llama-3.1-8B-Instruct,6,no,False,0.09121758923061606,False,0.0,,
AUDIT scale,Llama-3.1-8B-Instruct,6,yes,False,0.14284739024249288,False,0.0,,
AUDIT scale,Llama-3.1-8B-Instruct,7,no,False,0.005492722042771027,False,0.0,,
AUDIT scale,Llama-3.1-8B-Instruct,7,yes,False,0.006442653368041016,False,0.0,,
AUDIT scale,Llama-3.1-8B-Instruct,8,no,False,0.19212059767405515,False,0.0,,
AUDIT scale,Llama-3.1-8B-Instruct,8,yes,False,0.2359063199901337,False,0.06300872190977691,,
AUDIT scale,Llama-3.1-8B-Instruct,9,no,False,0.1250145772079512,False,0.0,,
AUDIT scale,Llama-3.1-8B-Instruct,9,yes,False,0.16559200010420635,False,0.0,,
AUDIT scale,Llama-3.1-8B-Instruct,10,no,False,0.18651584857808007,False,0.3307651408869659,,
AUDIT scale,Llama-3.1-8B-Instruct,10,yes,False,0.6139649934323275,False,2.492742363319056,,
AUDIT scale,Llama-3.1-8B-Instruct,11,no,False,0.05973474438778571,False,0.0,,
AUDIT scale,Llama-3.1-8B-Instruct,11,yes,False,0.8710109939037224,False,2.708489679797351,,
AUDIT scale,Llama-3.2-1B-Instruct,1,no,False,0.9486511770896886,False,1.0,,
AUDIT scale,Llama-3.2-1B-Instruct,1,yes,False,0.8843620054897685,False,0.2836310698325498,,
AUDIT scale,Llama-3.2-1B-Instruct,2,no,False,2.350221958459967,False,2.8695742137843494,,
AUDIT scale,Llama-3.2-1B-Instruct,2,yes,False,2.6819352917418224,False,3.5782700948574027,,
AUDIT scale,Llama-3.2-1B-Instruct,3,no,False,0.4587376125294746,False,0.0,,
AUDIT scale,Llama-3.2-1B-Instruct,3,yes,False,0.9596058515356634,False,1.89098394560696,,
AUDIT scale,Llama-3.2-1B-Instruct,4,no,False,0.47517889620544007,False,0.0,,
AUDIT scale,Llama-3.2-1B-Instruct,4,yes,False,1.724920019231902,False,2.9222333373448266,,
AUDIT scale,Llama-3.2-1B-Instruct,5,no,False,0.08959276715456684,False,0.0,,
AUDIT scale,Llama-3.2-1B-Instruct,5,yes,False,0.4557673280273698,False,0.7772126537570185,,
AUDIT scale,Llama-3.2-1B-Instruct,6,no,False,0.07989746927131237,False,0.0,,
AUDIT scale,Llama-3.2-1B-Instruct,6,yes,False,0.3536444569737617,False,0.9334047732782963,,
AUDIT scale,Llama-3.2-1B-Instruct,7,no,False,0.004704958152888368,False,0.0,,
AUDIT scale,Llama-3.2-1B-Instruct,7,yes,False,0.017487258837960207,False,0.00943807017278163,,
AUDIT scale,Llama-3.2-1B-Instruct,8,no,False,0.13279605073575668,False,0.0,,
AUDIT scale,Llama-3.2-1B-Instruct,8,yes,False,0.6748313479828758,False,1.2269755078526254,,
AUDIT scale,Llama-3.2-1B-Instruct,9,no,False,0.07013805204077828,False,0.0,,
AUDIT scale,Llama-3.2-1B-Instruct,9,yes,False,0.4248669508891638,False,0.837996960878075,,
AUDIT scale,Llama-3.2-1B-Instruct,10,no,False,0.04917930579453908,False,0.0,,
AUDIT scale,Llama-3.2-1B-Instruct,10,yes,False,0.7877391438777913,False,2.6690178480726137,,
AUDIT scale,Llama-3.2-1B-Instruct,11,no,False,0.033888888395576626,False,0.0,,
AUDIT scale,Llama-3.2-1B-Instruct,11,yes,False,0.9105996270631536,False,2.8357050705765103,,
AUDIT scale,Llama-3.2-3B-Instruct,1,no,False,0.9747514874052485,False,1.0,,
AUDIT scale,Llama-3.2-3B-Instruct,1,yes,False,0.8158637152041082,False,0.18658542948961088,,
AUDIT scale,Llama-3.2-3B-Instruct,2,no,False,2.9128569694892783,False,3.0,,
AUDIT scale,Llama-3.2-3B-Instruct,2,yes,False,2.3226853339951794,False,1.5007144042320113,,
AUDIT scale,Llama-3.2-3B-Instruct,3,no,False,0.4605878920887895,False,0.0,,
AUDIT scale,Llama-3.2-3B-Instruct,3,yes,False,0.9344517066990453,False,1.1230591701855428,,
AUDIT scale,Llama-3.2-3B-Instruct,4,no,False,0.6930685666576294,False,0.0,,
AUDIT scale,Llama-3.2-3B-Instruct,4,yes,False,1.3766670017555243,False,1.6674529841507622,,
AUDIT scale,Llama-3.2-3B-Instruct,5,no,False,0.14646093670301663,False,0.0,,
AUDIT scale,Llama-3.2-3B-Instruct,5,yes,False,0.2474671927756531,False,0.09597207886082748,,
AUDIT scale,Llama-3.2-3B-Instruct,6,no,False,0.10966340953551422,False,0.0,,
AUDIT scale,Llama-3.2-3B-Instruct,6,yes,False,0.2743489021586964,False,0.40069893783378957,,
AUDIT scale,Llama-3.2-3B-Instruct,7,no,False,0.00804872620539911,False,0.0,,
AUDIT scale,Llama-3.2-3B-Instruct,7,yes,False,0.01846823795520195,False,0.0,,
AUDIT scale,Llama-3.2-3B-Instruct,8,no,False,0.26946470415636753,False,0.0,,
AUDIT scale,Llama-3.2-3B-Instruct,8,yes,False,0.39007892484490947,False,0.05367504004663491,,
AUDIT scale,Llama-3.2-3B-Instruct,9,no,False,0.14759963042183102,False,0.0,,
AUDIT scale,Llama-3.2-3B-Instruct,9,yes,False,0.2792597185384669,False,0.0,,
AUDIT scale,Llama-3.2-3B-Instruct,10,no,False,0.11039429227574768,False,0.0,,
AUDIT scale,Llama-3.2-3B-Instruct,10,yes,False,0.3628740131406661,False,1.113418992544567,,
AUDIT scale,Llama-3.2-3B-Instruct,11,no,False,0.0467524771921402,False,0.0,,
AUDIT scale,Llama-3.2-3B-Instruct,11,yes,False,0.5036527736892893,False,2.000318561186127,,
AUDIT scale,Llama-3.3-70B-Instruct,1,no,False,0.9603098059539008,False,1.0,,
AUDIT scale,Llama-3.3-70B-Instruct,1,yes,False,0.8680892146264528,False,0.2541207448239981,,
AUDIT scale,Llama-3.3-70B-Instruct,2,no,False,2.578512666191503,False,3.0,,
AUDIT scale,Llama-3.3-70B-Instruct,2,yes,False,2.4169553959296977,False,2.2209152185328076,,
AUDIT scale,Llama-3.3-70B-Instruct,3,no,False,0.23794654085927874,False,0.0,,
AUDIT scale,Llama-3.3-70B-Instruct,3,yes,False,0.7129296739935176,False,1.0,,
AUDIT scale,Llama-3.3-70B-Instruct,4,no,False,1.3109949727815517,False,2.468136294769872,,
AUDIT scale,Llama-3.3-70B-Instruct,4,yes,False,0.8630686009051884,False,1.0,,
AUDIT scale,Llama-3.3-70B-Instruct,5,no,False,0.3312728581203985,False,0.5482244014699501,,
AUDIT scale,Llama-3.3-70B-Instruct,5,yes,False,0.11764677282572168,False,0.0,,
AUDIT scale,Llama-3.3-70B-Instruct,6,no,False,0.11315382492976123,False,0.09628425823235091,,
AUDIT scale,Llama-3.3-70B-Instruct,6,yes,False,0.18030194468992422,False,0.050625893068153204,,
AUDIT scale,Llama-3.3-70B-Instruct,7,no,False,0.005118299867684828,False,0.0,,
AUDIT scale,Llama-3.3-70B-Instruct,7,yes,False,0.015905792066913057,False,0.01166606088654077,,
AUDIT scale,Llama-3.3-70B-Instruct,8,no,False,0.2696428101152752,False,0.2543323704684219,,
AUDIT scale,Llama-3.3-70B-Instruct,8,yes,False,0.3222822396726859,False,0.009510760102074418,,
AUDIT scale,Llama-3.3-70B-Instruct,9,no,False,0.194504053899236,False,0.06481190602849976,,
AUDIT scale,Llama-3.3-70B-Instruct,9,yes,False,0.26762670533655175,False,0.009591188392570919,,
AUDIT scale,Llama-3.3-70B-Instruct,10,no,False,0.10140562781523428,False,0.0,,
AUDIT scale,Llama-3.3-70B-Instruct,10,yes,False,0.26643482037135274,False,0.33231874063181466,,
