experiment,model,item,score,score_top_n,category,H_score,score_expected
AUDIT scale,Falcon-3-10B-Instruct,5,0.3479882151537668,0.3381694895491189,,,
AUDIT scale,Falcon-3-10B-Instruct,6,0.2566049994634349,0.3123239168482704,,,
AUDIT scale,Falcon-3-10B-Instruct,7,0.0191037517669693,0.0,,,
AUDIT scale,Falcon-3-10B-Instruct,8,0.5275592291465754,0.5223398225576891,,,
AUDIT scale,Falcon-3-10B-Instruct,9,0.3858402632697539,0.3467581437198276,,,
AUDIT scale,Falcon-3-10B-Instruct,10,0.2960901514752399,0.3804527356781334,,,
AUDIT scale,Falcon-3-10B-Instruct,11,0.2239828597741656,0.2788491825668946,,,
AUDIT scale,Falcon-3-1B-Instruct,1,0.920882083686056,0.940288728566735,,,
AUDIT scale,Falcon-3-1B-Instruct,2,2.364139646381944,2.3318444261515925,,,
AUDIT scale,Falcon-3-1B-Instruct,3,0.7976394973196553,0.8443852184853966,,,
AUDIT scale,Falcon-3-1B-Instruct,4,1.2203739038123464,1.228781744098221,,,
AUDIT scale,Falcon-3-1B-Instruct,5,0.3196144949204565,0.2435542459551308,,,
AUDIT scale,Falcon-3-1B-Instruct,6,0.2491222803716951,0.1450190886095048,,,
AUDIT scale,Falcon-3-1B-Instruct,7,0.0257881108091164,0.0207400784733477,,,
AUDIT scale,Falcon-3-1B-Instruct,8,0.5105328479959477,0.5071311511786282,,,
AUDIT scale,Falcon-3-1B-Instruct,9,0.3961900651288649,0.3518873524681691,,,
AUDIT scale,Falcon-3-1B-Instruct,10,0.2610048297176159,0.1989660389864088,,,
AUDIT scale,Falcon-3-1B-Instruct,11,0.2096554056520633,0.2479631546481073,,,
AUDIT scale,Falcon-3-7B-Instruct,1,0.9294229006537452,0.9199050837458695,,,
AUDIT scale,Falcon-3-7B-Instruct,2,2.3766577189078784,2.270815549979648,,,
AUDIT scale,Falcon-3-7B-Instruct,3,0.7693441355152766,0.6136459391406274,,,
AUDIT scale,Falcon-3-7B-Instruct,4,1.2449973180300633,1.2564659123008697,,,
AUDIT scale,Falcon-3-7B-Instruct,5,0.3521930003056329,0.3314603909959661,,,
AUDIT scale,Falcon-3-7B-Instruct,6,0.2822288143214652,0.3355481596736657,,,
AUDIT scale,Falcon-3-7B-Instruct,7,0.0245584560718778,0.0171875970729416,,,
AUDIT scale,Falcon-3-7B-Instruct,8,0.5392884951504915,0.5565773500731873,,,
AUDIT scale,Falcon-3-7B-Instruct,9,0.3914699482642966,0.410039771794866,,,
AUDIT scale,Falcon-3-7B-Instruct,10,0.2538953011578562,0.194763414858613,,,
AUDIT scale,Falcon-3-7B-Instruct,11,0.2297911091001143,0.2042286269364373,,,
AUDIT scale,LFM2-1.2B,1,0.9233657719995094,0.9409650519180162,,,
AUDIT scale,LFM2-1.2B,2,2.3911145830423224,2.5158640267211667,,,
AUDIT scale,LFM2-1.2B,3,0.8055158205288615,0.9168440335142928,,,
AUDIT scale,LFM2-1.2B,4,1.2307225295988575,1.212190176546271,,,
AUDIT scale,LFM2-1.2B,5,0.3488661912457261,0.3664627525981258,,,
AUDIT scale,LFM2-1.2B,6,0.2718018625001252,0.3126429341571016,,,
AUDIT scale,LFM2-1.2B,7,0.0220245842260735,0.0227057050732908,,,
AUDIT scale,LFM2-1.2B,8,0.5251556840091203,0.5346018223794102,,,
AUDIT scale,LFM2-1.2B,9,0.3907486547545688,0.443588496132791,,,
AUDIT scale,LFM2-1.2B,10,0.2805092253449548,0.2945039710702033,,,
AUDIT scale,LFM2-1.2B,11,0.2269964796256008,0.2627802691619244,,,
AUDIT scale,LFM2-2.6B,1,0.9193107565209936,0.8397532073775537,,,
AUDIT scale,LFM2-2.6B,2,2.375584937496889,2.444330075154872,,,
AUDIT scale,LFM2-2.6B,3,0.7834814621587086,0.6559649108530742,,,
AUDIT scale,LFM2-2.6B,4,1.2335886846310689,1.210354151518299,,,
AUDIT scale,LFM2-2.6B,5,0.3326448704712919,0.3743532953476833,,,
AUDIT scale,LFM2-2.6B,6,0.2464810480110743,0.1979479364776131,,,
AUDIT scale,LFM2-2.6B,7,0.0213372401979268,0.0,,,
AUDIT scale,LFM2-2.6B,8,0.4862685788436719,0.4183153399366728,,,
AUDIT scale,LFM2-2.6B,9,0.3803426728362428,0.4202304370416005,,,
AUDIT scale,LFM2-2.6B,10,0.2564470175201445,0.1860210127734331,,,
AUDIT scale,LFM2-2.6B,11,0.2069351693746186,0.2382847397302257,,,
AUDIT scale,LFM2-8B-A1B,1,0.9228370834141272,0.9405690276554808,,,
AUDIT scale,LFM2-8B-A1B,2,2.3508959913292338,2.398790805535005,,,
AUDIT scale,LFM2-8B-A1B,3,0.7948930061649404,0.8141894547827816,,,
AUDIT scale,LFM2-8B-A1B,4,1.176930266890707,1.1765965278284325,,,
AUDIT scale,LFM2-8B-A1B,5,0.3518738188706931,0.439625506613776,,,
AUDIT scale,LFM2-8B-A1B,6,0.2588418351712275,0.2637086538779255,,,
AUDIT scale,LFM2-8B-A1B,7,0.0162473308935727,0.010883497404325,,,
AUDIT scale,LFM2-8B-A1B,8,0.5031733577055242,0.4837116490768969,,,
AUDIT scale,LFM2-8B-A1B,9,0.3869701069878012,0.3925424886496269,,,
AUDIT scale,LFM2-8B-A1B,10,0.2682133395155905,0.1979925834489602,,,
AUDIT scale,LFM2-8B-A1B,11,0.201852641607412,0.097801670087783,,,
AUDIT scale,Llama-3.1-70B-Instruct,1,0.9187683266894764,0.89975614858136,,,
AUDIT scale,Llama-3.1-70B-Instruct,2,2.376975240283541,2.4548686519373017,,,
AUDIT scale,Llama-3.1-70B-Instruct,3,0.8168254520077481,0.8850932861837771,,,
AUDIT scale,Llama-3.1-70B-Instruct,4,1.1878627689537424,1.144227265555694,,,
AUDIT scale,Llama-3.1-70B-Instruct,5,0.3350297614790253,0.3638765433194488,,,
AUDIT scale,Llama-3.1-70B-Instruct,6,0.2635516552381642,0.3038264340308447,,,
AUDIT scale,Llama-3.1-70B-Instruct,7,0.0171759943618986,0.0080632694790679,,,
AUDIT scale,Llama-3.1-70B-Instruct,8,0.5009428529229055,0.5253750240999401,,,
AUDIT scale,Llama-3.1-70B-Instruct,9,0.3841598787427703,0.3562036693904157,,,
AUDIT scale,Llama-3.1-70B-Instruct,10,0.3051719997811679,0.3411388856905317,,,
AUDIT scale,Llama-3.1-70B-Instruct,11,0.2166475543273495,0.3142408201426721,,,
AUDIT scale,Llama-3.1-8B-Instruct,1,0.9247055190621434,0.9294702742161046,,,
AUDIT scale,Llama-3.1-8B-Instruct,2,2.3786121692467854,2.448767697304697,,,
AUDIT scale,Llama-3.1-8B-Instruct,3,0.7908567010504018,0.7942697010502264,,,
AUDIT scale,Llama-3.1-8B-Instruct,4,1.235172817503173,1.2047648359438865,,,
AUDIT scale,Llama-3.1-8B-Instruct,5,0.3499314325950952,0.3956618231986504,,,
AUDIT scale,Llama-3.1-8B-Instruct,6,0.2743406045855043,0.2126845545633199,,,
AUDIT scale,Llama-3.1-8B-Instruct,7,0.0228668940476594,0.0,,,
AUDIT scale,Llama-3.1-8B-Instruct,8,0.5181391893954548,0.5417312424743187,,,
AUDIT scale,Llama-3.1-8B-Instruct,9,0.3919084920375993,0.3951888483193658,,,
AUDIT scale,Llama-3.1-8B-Instruct,10,0.2755057833195668,0.2862830281126215,,,
AUDIT scale,Llama-3.1-8B-Instruct,11,0.2125709112273365,0.2055633169978456,,,
AUDIT scale,Llama-3.2-1B-Instruct,1,0.9262133649289902,0.9504666674530988,,,
AUDIT scale,Llama-3.2-1B-Instruct,2,2.3725408705518674,2.395520287354833,,,
AUDIT scale,Llama-3.2-1B-Instruct,3,0.7791740415893286,0.8396026577343596,,,
AUDIT scale,Llama-3.2-1B-Instruct,4,1.2130131325001046,1.282520517135581,,,
AUDIT scale,Llama-3.2-1B-Instruct,5,0.3805863844729451,0.4831478103559976,,,
AUDIT scale,Llama-3.2-1B-Instruct,6,0.2527187049341586,0.2207417101503268,,,
AUDIT scale,Llama-3.2-1B-Instruct,7,0.0220047167333223,0.0,,,
AUDIT scale,Llama-3.2-1B-Instruct,8,0.5160204505208917,0.4781824494971053,,,
AUDIT scale,Llama-3.2-1B-Instruct,9,0.4010047926944646,0.4303325351949741,,,
AUDIT scale,Llama-3.2-1B-Instruct,10,0.2760804616332695,0.2754517813231588,,,
AUDIT scale,Llama-3.2-1B-Instruct,11,0.2232218225531236,0.20407750160409,,,
AUDIT scale,Llama-3.2-3B-Instruct,1,0.9227537718893832,0.9189883214254868,,,
AUDIT scale,Llama-3.2-3B-Instruct,2,2.360920949948301,2.2470420388265313,,,
AUDIT scale,Llama-3.2-3B-Instruct,3,0.7983885905294174,0.8345499547013883,,,
AUDIT scale,Llama-3.2-3B-Instruct,4,1.2072470617723354,1.113023539316362,,,
AUDIT scale,Llama-3.2-3B-Instruct,5,0.3357176822648212,0.3036106171775694,,,
AUDIT scale,Llama-3.2-3B-Instruct,6,0.2793129976001444,0.3722688592830246,,,
AUDIT scale,Llama-3.2-3B-Instruct,7,0.0248482381231552,0.0274975373563766,,,
AUDIT scale,Llama-3.2-3B-Instruct,8,0.4931624375401982,0.4405116911739988,,,
AUDIT scale,Llama-3.2-3B-Instruct,9,0.3899018049591929,0.4161853298323065,,,
AUDIT scale,Llama-3.2-3B-Instruct,10,0.2829895505893638,0.260601609181244,,,
AUDIT scale,Llama-3.2-3B-Instruct,11,0.222712085589804,0.178810076534785,,,
AUDIT scale,Llama-3.3-70B-Instruct,1,0.9162135589498486,0.8999933375192447,,,
AUDIT scale,Llama-3.3-70B-Instruct,2,2.395947608661704,2.426865768098121,,,
AUDIT scale,Llama-3.3-70B-Instruct,3,0.7836333431514768,0.758793550718575,,,
AUDIT scale,Llama-3.3-70B-Instruct,4,1.2259141360297034,1.2169234565419398,,,
AUDIT scale,Llama-3.3-70B-Instruct,5,0.3376468090087626,0.3321306273006915,,,
AUDIT scale,Llama-3.3-70B-Instruct,6,0.2696840378978678,0.2256215271292042,,,
AUDIT scale,Llama-3.3-70B-Instruct,7,0.0262862566187489,0.0184116980076217,,,
AUDIT scale,Llama-3.3-70B-Instruct,8,0.4995633168032693,0.445714856334474,,,
AUDIT scale,Llama-3.3-70B-Instruct,9,0.3801547847170906,0.4021920820354798,,,
AUDIT scale,Llama-3.3-70B-Instruct,10,0.2971042196328029,0.3555760661743952,,,
AUDIT scale,Llama-3.3-70B-Instruct,11,0.2283828259868124,0.2481251586424799,,,
AUDIT scale,Ministral-8B-Instruct-2410,1,0.9205995273664992,0.8709455817450932,,,
AUDIT scale,Ministral-8B-Instruct-2410,2,2.3634646450408208,2.3252181011180677,,,
AUDIT scale,Ministral-8B-Instruct-2410,3,0.7860142477849384,0.7416925138822155,,,
AUDIT scale,Ministral-8B-Instruct-2410,4,1.2145014791171336,1.2228403432182988,,,
AUDIT scale,Ministral-8B-Instruct-2410,5,0.3245041802351262,0.1831538801600871,,,
AUDIT scale,Ministral-8B-Instruct-2410,6,0.2974380440718679,0.3579391069632413,,,
AUDIT scale,Ministral-8B-Instruct-2410,7,0.0340043941265032,0.0624816502031599,,,
AUDIT scale,Ministral-8B-Instruct-2410,8,0.4963471023088074,0.507162936513116,,,
AUDIT scale,Ministral-8B-Instruct-2410,9,0.392730921971029,0.4104847981218387,,,
AUDIT scale,Ministral-8B-Instruct-2410,10,0.2680795010852144,0.2348097167922092,,,
AUDIT scale,Ministral-8B-Instruct-2410,11,0.2195190057160132,0.2437609120834918,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,1,0.9153445477818476,0.8627742567314413,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,2,2.3964858085947993,2.377168127185575,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,3,0.8359822417506328,0.9879249832410044,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,4,1.2218551449354018,1.2313463374137898,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,5,0.3260200835756603,0.3151490487530434,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,6,0.2751099030968221,0.3207265207575167,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,7,0.0190553304134182,0.0245667546234899,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,8,0.523355638233026,0.5122759028041585,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,9,0.3948507579971601,0.4137552279410784,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,10,0.2898270978891945,0.262138518430862,,,
AUDIT scale,Mistral-7B-Instruct-v0.3,11,0.21264400753319,0.2699513375761952,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,1,0.9272339642968126,0.9318064158114554,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,2,2.4155069511246525,2.4889270349516703,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,3,0.7884874767633091,0.8239742171917596,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,4,1.201641891074431,1.1873921974066093,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,5,0.3457656763067507,0.2748915845637898,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,6,0.2806854595739326,0.2802961309586241,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,7,0.0271044966010568,0.0569022011713632,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,8,0.5126537666350893,0.5145006154528309,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,9,0.3959134429951123,0.4041510129980951,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,10,0.2900951656515132,0.25796925062065,,,
AUDIT scale,Mistral-Small-24B-Instruct-2501,11,0.2198005305094183,0.1545191488087464,,,
AUDIT scale,OLMo-2-7B-Instruct,1,0.9222509665511376,0.9799913950273462,,,
AUDIT scale,OLMo-2-7B-Instruct,2,2.383054175896351,2.498883918334103,,,
AUDIT scale,OLMo-2-7B-Instruct,3,0.7705418857914167,0.6725882278242431,,,
AUDIT scale,OLMo-2-7B-Instruct,4,1.206813994498238,1.2029252555108745,,,
AUDIT scale,OLMo-2-7B-Instruct,5,0.3436214318825466,0.3752691736002138,,,
AUDIT scale,OLMo-2-7B-Instruct,6,0.2633646116987933,0.2601291153118904,,,
AUDIT scale,OLMo-2-7B-Instruct,7,0.0191055660277657,0.0110911474270984,,,
AUDIT scale,OLMo-2-7B-Instruct,8,0.5110691229367019,0.4485781020386252,,,
AUDIT scale,OLMo-2-7B-Instruct,9,0.3857472442407333,0.348423408763474,,,
AUDIT scale,OLMo-2-7B-Instruct,10,0.2837338156075846,0.2470306130708319,,,
AUDIT scale,OLMo-2-7B-Instruct,11,0.2216217902528472,0.286121601005228,,,
AUDIT scale,Phi-3-medium-128k-instruct,1,0.9242789888619684,0.9400032825615996,,,
AUDIT scale,Phi-3-medium-128k-instruct,2,2.3663580191415567,2.3568022154864514,,,
AUDIT scale,Phi-3-medium-128k-instruct,3,0.7980683463023216,0.7948162206171642,,,
AUDIT scale,Phi-3-medium-128k-instruct,4,1.2188072512692376,1.196180161220984,,,
AUDIT scale,Phi-3-medium-128k-instruct,5,0.3044067252085645,0.1626457116469518,,,
AUDIT scale,Phi-3-medium-128k-instruct,6,0.2845192162870239,0.3419819552687409,,,
AUDIT scale,Phi-3-medium-128k-instruct,7,0.0228520868040484,0.0213161086967775,,,
AUDIT scale,Phi-3-medium-128k-instruct,8,0.5384202736522812,0.5790616030873792,,,
AUDIT scale,Phi-3-medium-128k-instruct,9,0.3916517329386021,0.3653489766783827,,,
AUDIT scale,Phi-3-medium-128k-instruct,10,0.2814346118623078,0.3770199487158381,,,
AUDIT scale,Phi-3-medium-128k-instruct,11,0.2403695611789205,0.2861779337666132,,,
AUDIT scale,Phi-3-mini-128k-instruct,1,0.9303486455585408,0.949426768762203,,,
AUDIT scale,Phi-3-mini-128k-instruct,2,2.3836953817929745,2.4614237988322665,,,
AUDIT scale,Phi-3-mini-128k-instruct,3,0.8055986560995854,0.7727165272128509,,,
AUDIT scale,Phi-3-mini-128k-instruct,4,1.2483883555893116,1.35603795429371,,,
AUDIT scale,Phi-3-mini-128k-instruct,5,0.3311584388649379,0.2742663719997035,,,
AUDIT scale,Phi-3-mini-128k-instruct,6,0.2786637754365754,0.3187167926867437,,,
AUDIT scale,Phi-3-mini-128k-instruct,7,0.0294235884751004,0.040789404048734,,,
AUDIT scale,Phi-3-mini-128k-instruct,8,0.5170869687830352,0.4906794912546125,,,
AUDIT scale,Phi-3-mini-128k-instruct,9,0.374681136609245,0.348699773192593,,,
AUDIT scale,Phi-3-mini-128k-instruct,10,0.2716497271429698,0.1793626849747513,,,
AUDIT scale,Phi-3-mini-128k-instruct,11,0.2160704489794125,0.1442636646257057,,,
AUDIT scale,Phi-3.5-mini-instruct,1,0.9210935724548036,0.9305637878999226,,,
AUDIT scale,Phi-3.5-mini-instruct,2,2.369873041499772,2.3877376775959407,,,
AUDIT scale,Phi-3.5-mini-instruct,3,0.739352571325205,0.649593270258768,,,
AUDIT scale,Phi-3.5-mini-instruct,4,1.2162088466374927,1.211938170408131,,,
AUDIT scale,Phi-3.5-mini-instruct,5,0.3503289013580448,0.3446051122482435,,,
AUDIT scale,Phi-3.5-mini-instruct,6,0.2497107399366222,0.1516368173238252,,,
AUDIT scale,Phi-3.5-mini-instruct,7,0.0224285104350704,0.017685111963682,,,
AUDIT scale,Phi-3.5-mini-instruct,8,0.5158293476749196,0.5494479214289887,,,
AUDIT scale,Phi-3.5-mini-instruct,9,0.3813563046441411,0.3746978889242524,,,
AUDIT scale,Phi-3.5-mini-instruct,10,0.2789691566739615,0.2662634133593985,,,
AUDIT scale,Phi-3.5-mini-instruct,11,0.1858939829508158,0.0779105326103248,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,1,0.924167127149467,0.9113976130149212,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,2,2.392440648886688,2.389875258626297,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,3,0.7949377503983133,0.8453691617660103,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,4,1.2185453057813578,1.1818293536652218,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,5,0.356734968096695,0.3787483574517064,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,6,0.2781641686378975,0.268995846697152,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,7,0.0237658253454378,0.0160924933709806,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,8,0.4838195503191818,0.4693800127694614,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,9,0.4117076425623281,0.4232687076884232,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,10,0.2604237402353914,0.3346011640327882,,,
AUDIT scale,Qwen2.5-1.5B-Instruct,11,0.2188663889126375,0.2493551631795357,,,
AUDIT scale,Qwen2.5-14B-Instruct,1,0.9246219454294612,0.9601699659087046,,,
AUDIT scale,Qwen2.5-14B-Instruct,2,2.388880844566511,2.4261364890072965,,,
AUDIT scale,Qwen2.5-14B-Instruct,3,0.8170310722084904,0.8275945064896029,,,
AUDIT scale,Qwen2.5-14B-Instruct,4,1.2012938538377602,1.2241022587206474,,,
AUDIT scale,Qwen2.5-14B-Instruct,5,0.3550324811151053,0.4426372044705945,,,
AUDIT scale,Qwen2.5-14B-Instruct,6,0.2501581701032004,0.1995928951864005,,,
AUDIT scale,Qwen2.5-14B-Instruct,7,0.0250488716022262,0.0180005316823666,,,
AUDIT scale,Qwen2.5-14B-Instruct,8,0.4818408646465248,0.3313482747582945,,,
AUDIT scale,Qwen2.5-14B-Instruct,9,0.3851258248388038,0.2964549664786911,,,
AUDIT scale,Qwen2.5-14B-Instruct,10,0.270724310858162,0.1609561866598753,,,
AUDIT scale,Qwen2.5-14B-Instruct,11,0.2294908575747367,0.2692862442370843,,,
AUDIT scale,Qwen2.5-32B-Instruct,1,0.9237130540143382,0.9301035390874408,,,
AUDIT scale,Qwen2.5-32B-Instruct,2,2.3809944582312763,2.440067593499912,,,
AUDIT scale,Qwen2.5-32B-Instruct,3,0.7973151467630686,0.8002711064482562,,,
AUDIT scale,Qwen2.5-32B-Instruct,4,1.1700801670712109,0.9958806737306948,,,
AUDIT scale,Qwen2.5-32B-Instruct,5,0.3482808847080859,0.3736421016281872,,,
AUDIT scale,Qwen2.5-32B-Instruct,6,0.2351262026219571,0.203645738734344,,,
AUDIT scale,Qwen2.5-32B-Instruct,7,0.0184293658903299,0.0091942722921919,,,
AUDIT scale,Qwen2.5-32B-Instruct,8,0.5143486333548208,0.5311779231590606,,,
AUDIT scale,Qwen2.5-32B-Instruct,9,0.397629125318173,0.5155011284520605,,,
AUDIT scale,Qwen2.5-32B-Instruct,10,0.2809716944575653,0.27954460534635,,,
AUDIT scale,Qwen2.5-32B-Instruct,11,0.2298512565787332,0.1729961555165284,,,
AUDIT scale,Qwen2.5-3B-Instruct,1,0.9157590451934507,0.8705274319098358,,,
AUDIT scale,Qwen2.5-3B-Instruct,2,2.3931169486572608,2.423576272431622,,,
AUDIT scale,Qwen2.5-3B-Instruct,3,0.7921922926128316,0.849162434439359,,,
AUDIT scale,Qwen2.5-3B-Instruct,4,1.1897348456432646,1.005289260899608,,,
AUDIT scale,Qwen2.5-3B-Instruct,5,0.3459774170593581,0.4547304952165175,,,
AUDIT scale,Qwen2.5-3B-Instruct,6,0.2714808467905344,0.2988927400871624,,,
AUDIT scale,Qwen2.5-3B-Instruct,7,0.0259073239370329,0.0481623217148541,,,
AUDIT scale,Qwen2.5-3B-Instruct,8,0.4855635092898714,0.4147263545838618,,,
AUDIT scale,Qwen2.5-3B-Instruct,9,0.3999642539902595,0.506252475502628,,,
AUDIT scale,Qwen2.5-3B-Instruct,10,0.2752740416777202,0.2998806574109295,,,
AUDIT scale,Qwen2.5-3B-Instruct,11,0.2140012285597765,0.0366665372443392,,,
AUDIT scale,Qwen2.5-7B-Instruct,1,0.9228396016925038,0.9103181681589722,,,
AUDIT scale,Qwen2.5-7B-Instruct,2,2.372094470031255,2.26880865116437,,,
AUDIT scale,Qwen2.5-7B-Instruct,3,0.8381780550318028,0.9125791238406636,,,
AUDIT scale,Qwen2.5-7B-Instruct,4,1.2192922269460158,1.339422130398619,,,
AUDIT scale,Qwen2.5-7B-Instruct,5,0.3252946198577953,0.3128502786930886,,,
AUDIT scale,Qwen2.5-7B-Instruct,6,0.2729861230108829,0.2806771102567096,,,
AUDIT scale,Qwen2.5-7B-Instruct,7,0.0214502928050227,0.0285677841605154,,,
AUDIT scale,Qwen2.5-7B-Instruct,8,0.5072394015884772,0.4692689352377663,,,
AUDIT scale,Qwen2.5-7B-Instruct,9,0.3977030903698605,0.4440659267242019,,,
AUDIT scale,Qwen2.5-7B-Instruct,10,0.2625865217119491,0.2205073128965822,,,
AUDIT scale,Qwen2.5-7B-Instruct,11,0.223267157910519,0.1964371186520716,,,
AUDIT scale,Qwen3-1.7B,1,0.926891995622918,0.930395940801614,,,
AUDIT scale,Qwen3-1.7B,2,2.396353602098837,2.3919262658668576,,,
AUDIT scale,Qwen3-1.7B,3,0.7882173986323201,0.7570213942600745,,,
AUDIT scale,Qwen3-1.7B,4,1.2186092959506338,1.2562605078167255,,,
AUDIT scale,Qwen3-1.7B,5,0.3277028151374256,0.2443528219459237,,,
AUDIT scale,Qwen3-1.7B,6,0.2683728499448277,0.2503958346133209,,,
AUDIT scale,Qwen3-1.7B,7,0.0276276414398699,0.0482641646931521,,,
AUDIT scale,Qwen3-1.7B,8,0.4867765160558392,0.5254268613933115,,,
AUDIT scale,Qwen3-1.7B,9,0.4027978051579775,0.425866750429678,,,
AUDIT scale,Qwen3-1.7B,10,0.2772189877068819,0.2244835667299187,,,
AUDIT scale,Qwen3-1.7B,11,0.2233377353266645,0.1540490452249913,,,
AUDIT scale,Qwen3-14B,1,0.9264868278868472,0.9199968086379968,,,
AUDIT scale,Qwen3-14B,2,2.4001167995873924,2.4258146072959663,,,
AUDIT scale,Qwen3-14B,3,0.7963526836049093,0.8175400168787395,,,
AUDIT scale,Qwen3-14B,4,1.2162199784829664,1.2931588555138596,,,
AUDIT scale,Qwen3-14B,5,0.3384142449210758,0.3669792051648609,,,
AUDIT scale,Qwen3-14B,6,0.2535981906273528,0.2157437616778919,,,
AUDIT scale,Qwen3-14B,7,0.0274937522974769,0.0297734672949773,,,
AUDIT scale,Qwen3-14B,8,0.4942260360857018,0.4347156857175084,,,
AUDIT scale,Qwen3-14B,9,0.3895628256184246,0.4201354258312931,,,
AUDIT scale,Qwen3-14B,10,0.2633775935674743,0.2073916041351635,,,
AUDIT scale,Qwen3-14B,11,0.214683161381461,0.210311838698793,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,1,0.9200086877027976,0.9093157159303912,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,2,2.387243648965931,2.37137666085076,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,3,0.8031520904267272,0.9247583933565796,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,4,1.2302614955954905,1.319561034701333,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,5,0.3482108124927616,0.3308269609481077,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,6,0.2668346292635186,0.3400811636629399,,,
AUDIT scale,Qwen3-30B-A3B-Instruct-2507,7,0.0216962907739599,0.0407523550913657,,,
